CUST_ID,TENURE,BALANCE_interval,PURCHASES_interval,ONEOFF_PURCHASES_interval,INSTALLMENTS_PURCHASES_interval,CASH_ADVANCE_interval,CREDIT_LIMIT_interval,PAYMENTS_interval,MINIMUM_PAYMENTS_interval,PURCHASES_TRX_interval,CASH_ADVANCE_TRX_interval,BALANCE_FREQUENCY_interval,PURCHASES_FREQUENCY_interval,ONEOFF_PURCHASES_FREQUENCY_interval,PURCHASES_INSTALLMENTS_FREQUENCY_interval,CASH_ADVANCE_FREQUENCY_interval,PRC_FULL_PAYMENT_interval,Cluster
C12201,12.0,1,1,0,1,0,2,1,1,3,0,10,10,0,10,0,0,2
C12202,12.0,1,1,0,1,0,3,1,1,1,0,10,4,0,3,0,0,0
C12203,12.0,1,3,1,3,0,0,3,1,7,0,10,10,2,10,0,8,2
C12204,12.0,1,1,1,0,0,5,3,1,1,0,8,3,3,0,0,0,0
C12205,12.0,3,3,3,1,0,5,3,1,4,0,10,10,10,5,0,0,5
C12206,12.0,3,0,0,0,1,3,2,2,0,1,10,0,0,0,1,0,1
C12207,12.0,0,3,2,3,0,6,3,2,0,0,10,10,4,10,0,0,5
C12208,11.0,1,3,3,0,1,0,0,1,2,1,9,4,4,0,1,8,0
C12209,10.0,1,1,1,0,0,5,0,1,1,0,1,2,2,0,0,0,3
C12210,12.0,5,5,5,0,0,6,3,3,3,0,10,10,10,0,0,0,5
C12211,12.0,1,2,0,2,0,3,3,1,2,0,8,6,0,6,0,0,2
C12212,12.0,3,1,0,1,1,5,0,1,2,1,10,5,0,5,1,0,0
C12213,12.0,2,0,0,0,0,0,0,1,4,0,10,9,9,0,0,3,0
C12214,12.0,2,2,1,1,1,3,1,1,3,1,10,9,5,5,2,0,0
C12215,12.0,3,0,0,0,0,3,3,2,0,1,9,0,0,0,3,2,1
C12216,12.0,3,0,0,0,2,5,2,1,0,1,10,0,0,0,1,0,1
C12217,12.0,1,1,1,0,0,5,0,1,3,0,10,10,10,0,0,2,0
C12218,12.0,1,1,0,1,0,2,1,1,2,0,9,5,0,5,0,5,2
C12219,6.0,0,3,3,2,0,5,2,3,7,3,10,10,10,9,4,0,5
C12220,12.0,5,2,1,1,2,0,3,3,3,1,10,10,1,10,1,0,4
C12221,12.0,1,2,2,0,0,6,2,1,5,0,10,10,10,0,0,9,5
C12222,12.0,0,0,0,0,3,0,2,3,0,1,10,0,0,0,1,0,1
C12223,12.0,3,0,0,0,1,3,2,3,0,2,10,0,0,0,3,0,1
C12224,12.0,3,3,3,2,0,0,2,1,7,0,10,10,8,8,0,0,5
C12225,12.0,2,3,3,1,0,3,3,1,0,0,10,10,7,8,0,1,5
C12226,12.0,6,1,1,1,6,6,6,5,5,8,10,6,3,5,10,0,4
C12227,12.0,1,2,2,0,0,0,1,1,1,0,3,2,2,0,0,0,3
C12228,12.0,3,2,1,1,0,5,1,1,4,0,10,9,4,7,0,0,2
C12229,12.0,1,3,0,3,0,6,3,1,4,0,10,10,0,10,0,9,2
C12230,12.0,3,1,1,0,1,0,0,1,1,1,9,1,1,0,3,0,1
C12231,12.0,3,3,2,3,0,6,3,1,8,0,10,10,5,10,0,0,5
C12232,12.0,3,3,0,3,0,6,3,1,5,0,10,10,0,10,0,0,2
C12233,12.0,3,0,0,0,1,3,2,2,0,2,10,0,0,0,6,0,1
C12234,12.0,3,0,0,0,1,0,2,2,0,1,10,0,0,0,2,0,1
C12235,12.0,1,2,0,2,0,3,2,1,4,0,7,10,0,10,0,0,2
C12236,12.0,1,1,1,0,0,0,0,0,1,0,10,3,3,0,0,3,0
C12237,12.0,1,1,0,1,0,6,0,1,1,0,2,2,0,1,0,0,3
C12238,11.0,3,0,0,0,0,3,0,1,0,5,10,0,0,0,5,1,1
C12239,12.0,1,3,0,3,0,5,3,1,2,0,10,9,0,9,0,0,2
C12240,12.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,1,0,1
C12241,8.0,3,0,0,0,0,0,1,2,0,3,7,0,0,0,7,0,1
C12242,12.0,1,2,1,1,0,6,2,1,3,0,10,10,1,9,0,1,2
C12243,12.0,1,1,0,1,0,0,1,1,3,0,10,10,0,10,0,0,2
C12244,12.0,1,3,2,3,0,5,3,1,0,0,10,10,10,10,0,10,5
C12246,12.0,0,1,0,1,0,0,0,1,3,0,0,10,0,10,0,0,3
C12247,12.0,0,2,2,0,2,0,3,3,2,1,10,3,3,0,3,0,0
C12248,12.0,3,0,0,0,2,3,2,1,0,1,10,0,0,0,3,0,1
C12249,12.0,3,1,1,0,3,3,2,2,1,2,10,1,1,0,4,0,1
C12250,12.0,0,2,2,1,0,5,3,3,3,0,10,10,10,3,0,0,5
C12251,12.0,3,3,0,3,3,3,3,3,5,1,10,10,0,10,1,0,4
C12252,12.0,3,0,0,0,1,3,2,2,0,1,10,0,0,0,1,0,1
C12253,12.0,0,3,1,2,0,6,2,2,5,0,10,10,4,9,0,0,5
C12254,12.0,1,1,1,0,0,0,2,1,1,0,6,2,2,0,0,0,3
C12255,12.0,1,3,3,1,0,3,1,3,4,0,10,5,5,5,0,0,5
C12256,12.0,1,3,3,1,0,5,3,1,0,0,10,10,10,5,0,10,5
C12257,12.0,5,0,0,0,3,5,3,3,0,1,10,0,0,0,2,0,1
C12258,12.0,3,0,0,0,0,0,3,2,0,1,10,0,0,0,4,0,1
C12260,10.0,3,0,0,0,3,3,1,1,0,2,10,0,0,0,5,0,1
C12261,12.0,3,0,0,0,1,3,2,2,0,1,10,0,0,0,1,0,1
C12262,12.0,3,1,1,0,3,3,2,1,1,1,10,1,1,0,3,0,1
C12263,12.0,0,1,1,0,2,5,2,2,1,1,10,1,1,0,1,0,0
C12264,12.0,1,2,0,2,0,0,2,1,2,0,9,5,0,5,0,0,2
C12265,11.0,5,0,0,0,5,6,3,3,0,2,9,0,0,0,2,0,1
C12266,12.0,3,2,0,2,0,3,3,0,5,0,10,10,0,9,0,0,2
C12267,12.0,2,1,1,0,3,5,3,1,1,3,10,1,1,0,5,3,1
C12268,12.0,1,1,1,0,0,5,1,1,1,0,2,1,1,0,0,10,3
C12269,12.0,0,0,0,0,3,0,3,2,0,2,10,0,0,0,5,0,1
C12270,12.0,1,1,1,1,0,5,1,1,1,0,8,5,1,3,0,2,0
C12271,12.0,3,1,0,1,2,3,2,1,1,2,10,4,0,4,5,0,1
C12272,12.0,3,3,3,2,0,6,3,1,0,0,10,8,6,5,0,0,5
C12273,11.0,3,0,3,3,2,6,5,2,7,1,10,10,9,9,1,0,5
C12274,12.0,0,0,3,3,0,5,3,3,7,0,10,10,10,10,0,0,5
C12275,12.0,5,2,2,0,5,5,3,3,3,3,10,6,6,0,5,0,4
C12276,12.0,1,1,0,1,0,0,1,1,2,0,9,8,0,7,0,2,2
C12277,12.0,1,3,3,0,3,5,5,1,0,1,10,10,10,0,2,7,5
C12278,12.0,1,1,0,1,0,3,1,1,3,0,10,10,0,10,0,9,2
C12279,12.0,5,1,1,0,0,6,3,3,1,3,10,1,1,0,6,0,1
C12280,12.0,3,0,0,0,1,3,2,1,0,1,10,0,0,0,2,0,1
C12281,12.0,5,3,2,3,0,6,0,0,4,1,10,10,2,10,3,0,5
C12282,12.0,2,1,0,1,0,6,2,1,1,0,10,1,0,1,0,0,0
C12283,12.0,0,1,1,0,0,5,3,3,3,0,10,10,10,0,0,0,0
C12284,12.0,5,0,0,0,0,5,3,3,0,3,10,0,0,0,5,0,1
C12285,10.0,1,3,3,0,0,5,3,1,5,0,5,5,5,0,0,10,5
C12286,11.0,1,3,2,3,0,0,6,1,4,0,10,10,4,8,0,10,5
C12287,12.0,1,3,3,3,0,5,3,1,0,0,10,10,10,7,0,0,5
C12288,12.0,3,2,2,0,0,3,3,1,1,0,10,3,3,0,0,0,0
C12289,12.0,3,3,1,3,0,5,3,1,5,0,10,10,10,10,0,0,5
C12291,12.0,1,0,0,0,0,0,1,1,0,0,10,4,0,4,0,0,0
C12292,12.0,2,1,0,1,0,3,3,1,3,0,10,10,0,10,0,4,2
C12293,10.0,1,1,0,1,0,5,0,1,1,0,2,1,0,1,0,0,3
C12294,12.0,3,0,0,0,1,3,2,1,0,1,10,0,0,0,1,0,1
C12295,12.0,1,3,3,2,0,3,3,1,7,0,10,10,10,10,0,3,5
C12296,12.0,2,3,1,2,0,3,0,1,2,2,10,7,2,5,3,3,2
C12297,12.0,3,0,0,0,1,3,1,2,0,1,10,0,0,0,2,0,1
C12298,10.0,1,1,1,0,0,5,2,1,1,0,5,2,2,0,0,0,3
C12299,12.0,1,0,0,0,1,2,1,1,0,1,10,0,0,0,1,0,1
C12300,12.0,1,2,1,2,0,5,2,1,5,0,10,10,4,10,0,6,2
C12301,12.0,1,1,0,1,0,6,1,1,1,0,1,5,0,5,0,0,3
C12302,12.0,0,3,3,1,3,5,3,3,0,2,10,10,6,10,5,0,4
C12303,12.0,1,1,0,1,0,3,1,1,2,0,9,7,0,6,0,3,2
C12304,12.0,3,0,0,0,1,3,2,1,0,1,10,0,0,0,1,0,1
C12305,12.0,2,3,3,1,0,5,0,1,5,2,10,6,5,2,2,0,5
C12306,12.0,3,2,2,1,0,3,3,3,4,0,10,10,10,4,0,0,5
C12307,9.0,2,0,0,0,1,2,1,1,0,1,10,0,0,0,2,0,1
C12308,12.0,1,2,2,1,0,6,3,1,3,0,9,6,5,4,0,5,5
C12309,11.0,3,1,1,1,2,5,3,1,3,1,10,10,2,10,2,2,2
C12310,12.0,0,0,0,0,6,6,6,3,0,7,10,0,0,0,9,2,4
C12311,12.0,1,3,2,1,0,5,3,1,0,0,10,10,10,5,0,5,5
C12312,12.0,0,3,3,0,0,5,3,3,1,0,10,1,1,0,0,0,0
C12313,12.0,1,1,1,0,0,0,1,1,1,0,6,1,1,0,0,0,3
C12314,12.0,3,2,1,1,1,3,2,3,0,1,10,10,3,10,2,0,4
C12315,12.0,1,3,0,3,0,5,3,1,5,0,10,10,0,10,0,10,2
C12316,11.0,2,0,0,0,0,3,0,2,0,1,10,0,0,0,3,2,1
C12317,12.0,3,1,1,0,1,3,2,1,1,1,10,3,3,0,1,0,0
C12318,12.0,2,0,0,0,3,3,3,1,0,3,10,0,0,0,4,1,1
C12319,12.0,5,3,3,0,3,5,3,3,4,2,10,5,5,0,6,0,4
C12320,12.0,3,1,1,0,0,5,1,2,3,0,10,10,10,0,0,0,0
C12321,12.0,1,0,3,2,0,6,0,1,0,0,8,10,10,5,0,10,5
C12322,12.0,1,1,1,1,0,5,3,1,2,0,10,4,4,3,0,1,0
C12323,12.0,3,2,2,1,0,3,1,2,4,0,10,10,5,8,0,0,5
C12324,12.0,2,1,1,1,2,5,1,1,2,2,10,6,4,3,5,0,4
C12325,12.0,3,2,1,1,0,3,3,0,4,0,10,10,2,10,0,0,2
C12326,11.0,3,2,2,0,0,0,3,1,2,0,10,9,9,0,0,1,0
C12327,12.0,3,3,3,1,0,6,5,1,0,0,10,10,10,2,0,2,5
C12329,12.0,5,2,2,1,0,5,3,3,3,3,10,5,1,3,7,0,4
C12330,12.0,2,5,0,3,0,5,5,1,7,0,10,10,9,8,0,10,5
C12331,9.0,2,3,3,0,0,3,1,1,1,0,10,2,2,0,0,0,0
C12332,12.0,2,6,5,5,0,6,6,1,8,0,10,10,10,10,0,9,5
C12333,12.0,1,1,0,1,0,5,1,1,2,0,10,8,0,6,0,2,2
C12334,12.0,5,1,1,0,3,6,3,3,1,1,10,1,1,0,3,0,1
C12335,12.0,2,1,1,0,1,2,1,1,1,1,10,1,1,0,1,0,0
C12336,12.0,2,5,0,3,0,0,5,1,8,0,10,10,10,10,0,5,5
C12337,10.0,2,1,1,1,0,0,3,1,2,5,5,6,1,5,2,0,4
C12338,12.0,0,1,1,1,5,5,6,3,3,0,10,8,4,6,10,1,4
C12339,8.0,3,3,3,0,0,3,1,1,1,0,10,2,2,0,0,0,0
C12340,6.0,3,1,1,1,0,5,1,1,1,0,10,2,2,2,0,0,0
C12341,12.0,1,1,1,0,0,0,1,1,2,0,8,5,5,0,0,5,0
C12342,12.0,3,1,1,1,3,5,2,2,2,4,10,5,1,5,5,0,4
C12343,12.0,1,2,2,1,0,5,2,1,5,0,10,10,10,6,0,1,5
C12344,12.0,3,0,0,0,1,3,1,2,0,1,10,0,0,0,1,0,1
C12345,12.0,1,1,0,1,0,0,3,1,3,0,7,8,0,8,0,0,2
C12346,12.0,1,1,1,0,0,5,1,1,1,0,4,5,5,0,0,0,3
C12347,12.0,5,0,0,2,5,6,6,3,7,5,10,10,10,10,9,1,4
C12348,12.0,2,3,3,1,1,5,3,1,3,1,10,7,5,5,3,0,5
C12349,12.0,3,1,1,0,0,3,0,3,2,1,10,3,3,0,4,1,0
C12350,12.0,1,1,1,0,0,5,1,1,3,0,10,10,10,0,0,3,0
C12351,12.0,3,2,0,2,0,3,3,0,2,0,10,6,0,6,0,0,2
C12352,12.0,1,1,1,0,2,5,3,1,1,1,7,1,1,0,1,2,1
C12353,12.0,3,1,1,0,0,3,1,1,2,0,10,5,5,0,0,0,0
C12354,12.0,3,1,1,0,0,3,2,2,1,0,10,2,2,0,0,0,0
C12355,12.0,1,2,2,0,0,5,3,1,1,0,10,2,2,0,0,0,0
C12356,12.0,2,3,2,1,0,3,3,3,3,0,10,7,2,6,0,0,0
C12357,12.0,2,3,3,2,0,3,3,1,0,0,10,10,5,8,0,1,5
C12358,12.0,3,3,0,3,0,3,3,3,0,0,10,10,0,10,0,0,2
C12359,12.0,5,3,2,3,5,5,3,3,0,5,10,10,6,9,7,0,4
C12360,12.0,1,1,1,0,0,3,2,1,1,0,3,2,2,0,0,0,3
C12361,12.0,1,1,0,1,0,5,1,1,2,0,10,9,0,9,0,0,2
C12362,12.0,1,3,3,2,0,5,2,1,0,0,10,10,10,6,0,2,5
C12363,12.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,2,0,1
C12364,12.0,3,3,0,3,0,0,1,2,5,0,10,10,0,10,0,0,2
C12365,12.0,1,3,3,0,0,3,3,1,1,0,8,1,1,0,0,0,0
C12366,11.0,3,1,1,0,0,3,1,1,1,0,10,1,1,0,0,0,0
C12367,12.0,5,0,0,2,3,6,3,3,7,1,10,10,10,4,3,0,4
C12368,12.0,1,1,1,0,0,0,1,1,1,0,4,1,1,0,0,0,3
C12369,12.0,3,1,1,0,3,3,3,2,3,4,10,10,10,0,5,1,4
C12370,11.0,2,0,0,0,3,3,1,1,0,1,8,0,0,0,1,0,1
C12371,12.0,2,0,0,0,3,3,3,1,0,1,10,0,0,0,3,0,1
C12372,12.0,1,3,1,3,0,5,3,1,0,0,10,10,3,10,0,0,2
C12373,12.0,0,0,0,0,3,5,3,3,0,2,10,0,0,0,5,0,1
C12374,12.0,3,1,0,1,0,3,1,1,3,0,10,10,0,10,0,0,2
C12375,11.0,2,0,0,0,3,3,1,1,0,1,8,0,0,0,1,0,1
C12376,12.0,3,0,0,0,0,5,3,1,0,1,6,0,0,0,2,0,1
C12377,12.0,5,0,0,0,0,5,3,3,0,2,10,0,0,0,4,0,1
C12378,8.0,0,1,1,0,0,5,0,1,1,0,0,2,2,0,0,0,3
C12381,12.0,1,1,0,1,0,3,1,1,2,0,7,6,0,6,0,10,2
C12382,12.0,0,3,1,3,0,6,3,3,0,0,10,10,3,10,0,0,2
C12383,12.0,0,3,2,3,0,5,3,3,5,0,10,10,5,10,0,0,5
C12384,12.0,3,5,5,3,0,5,5,1,8,0,10,10,10,10,0,2,5
C12385,12.0,3,3,1,2,3,3,3,3,5,3,10,10,1,9,4,0,4
C12386,12.0,3,0,0,0,3,3,1,2,0,1,10,0,0,0,1,0,1
C12387,12.0,1,3,2,2,0,5,3,1,0,0,10,10,2,10,0,0,2
C12388,12.0,1,1,1,0,1,5,1,1,1,1,10,2,2,0,1,0,0
C12389,7.0,2,3,2,2,1,2,2,1,3,1,9,8,3,6,3,2,2
C12390,12.0,1,2,1,2,0,0,2,1,3,0,10,10,1,10,0,10,2
C12391,12.0,3,2,1,2,1,0,2,2,3,1,10,8,1,6,1,0,2
C12392,12.0,2,0,0,0,1,2,1,1,0,1,10,0,0,0,1,0,1
C12393,12.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,3,0,1
C12394,12.0,1,1,0,1,0,5,1,1,1,0,3,4,0,4,0,4,3
C12395,12.0,0,1,1,0,1,3,2,0,1,2,10,2,2,0,2,0,0
C12396,12.0,1,0,0,0,2,5,3,1,0,1,2,0,0,0,1,10,3
C12397,12.0,3,1,1,0,5,3,0,1,1,2,10,3,3,0,5,2,1
C12398,12.0,1,3,0,3,0,0,3,1,3,0,10,10,0,10,0,8,2
C12399,12.0,1,1,1,0,0,6,1,1,1,0,4,4,4,0,0,2,3
C12400,12.0,3,3,1,2,0,3,1,1,0,0,10,10,4,10,0,0,2
C12401,12.0,1,1,1,0,0,0,1,1,1,0,10,1,1,0,0,0,0
C12402,12.0,5,0,0,0,3,6,0,3,0,2,10,0,0,0,3,0,1
C12403,12.0,3,2,1,2,2,5,1,1,3,1,10,7,1,5,2,0,0
C12404,12.0,1,3,3,1,1,5,3,1,4,1,10,10,7,5,1,9,5
C12405,12.0,0,3,2,3,0,0,3,3,0,0,10,10,7,10,0,0,5
C12406,7.0,1,1,0,1,0,0,1,1,2,0,6,9,0,8,0,0,2
C12407,12.0,1,0,0,0,0,6,0,1,4,0,10,10,0,10,0,6,2
C12408,12.0,0,1,1,0,2,0,2,2,1,1,10,1,1,0,2,0,1
C12409,12.0,1,3,3,3,1,0,3,1,7,1,5,10,4,10,1,0,5
C12410,12.0,5,3,3,3,6,6,3,3,0,2,10,8,4,7,6,0,4
C12411,12.0,0,1,1,0,0,5,5,3,1,0,10,2,2,0,0,1,0
C12412,12.0,3,0,3,3,3,5,0,1,0,2,10,10,10,10,5,0,4
C12413,12.0,5,2,2,0,5,6,3,3,1,4,10,4,4,0,7,0,4
C12414,12.0,0,2,1,1,0,5,2,2,2,0,10,6,2,5,0,0,0
C12415,12.0,0,1,0,1,5,5,5,2,2,4,10,5,0,5,6,1,4
C12416,12.0,5,0,0,0,0,5,3,0,0,2,10,0,0,0,5,0,1
C12417,7.0,2,0,0,0,0,5,1,1,0,3,9,0,0,0,6,0,1
C12418,12.0,5,3,1,3,0,5,3,3,8,0,10,10,3,10,0,0,5
C12419,12.0,1,1,0,1,0,3,2,1,5,0,10,10,0,10,0,0,2
C12420,12.0,3,2,0,2,0,2,2,3,5,0,10,10,0,10,0,0,2
C12421,12.0,0,0,0,0,0,0,0,2,0,1,10,0,0,0,3,0,1
C12422,12.0,5,2,2,0,3,6,0,3,1,2,10,2,2,0,4,0,4
C12423,12.0,2,2,2,1,0,3,3,1,3,0,10,5,5,2,0,0,0
C12424,12.0,3,2,1,1,3,3,3,2,4,1,10,8,8,4,3,0,4
C12425,12.0,0,0,0,0,2,5,3,3,0,1,10,0,0,0,1,0,1
C12426,12.0,2,0,0,0,2,3,3,1,0,1,10,0,0,0,1,1,1
C12427,12.0,0,2,2,1,0,5,2,2,3,0,10,6,5,3,0,0,0
C12428,12.0,2,3,1,3,1,0,2,1,7,1,10,10,1,10,1,2,2
C12429,12.0,2,1,1,0,0,0,2,1,1,0,10,3,3,0,0,0,0
C12430,12.0,1,2,0,2,0,5,2,1,4,0,10,10,0,10,0,8,2
C12431,12.0,2,1,1,0,3,3,1,1,2,3,10,4,4,0,5,0,1
C12432,12.0,2,3,1,3,0,0,3,1,7,0,10,10,4,10,0,0,2
C12433,12.0,3,3,3,0,1,3,0,2,7,1,10,10,10,0,1,0,5
C12434,12.0,6,3,0,3,0,6,0,0,3,1,10,10,0,10,3,0,2
C12435,12.0,1,3,3,2,0,5,3,1,0,0,10,10,10,10,0,10,5
C12436,12.0,2,5,5,3,0,6,5,1,8,0,10,10,10,10,0,10,5
C12437,12.0,3,2,1,1,3,3,2,2,5,2,9,7,5,5,4,0,4
C12438,12.0,3,0,0,0,2,3,0,0,0,1,10,0,0,0,1,0,1
C12439,12.0,1,0,0,0,0,6,5,1,0,2,6,0,0,0,3,8,1
C12440,12.0,1,1,1,1,0,3,3,1,2,0,10,5,1,5,0,2,0
C12441,12.0,1,1,0,1,0,6,2,1,3,0,10,9,0,9,0,10,2
C12442,12.0,3,3,3,1,0,5,0,2,3,0,10,5,3,4,0,1,0
C12443,12.0,2,0,0,0,2,0,3,1,0,1,10,0,0,0,1,1,1
C12444,7.0,1,1,1,0,0,6,1,1,1,0,6,5,5,0,0,0,3
C12445,12.0,1,2,0,2,0,2,1,1,4,0,10,10,0,10,0,8,2
C12446,12.0,5,5,5,2,0,6,3,0,7,0,10,10,6,10,0,0,5
C12447,12.0,5,1,0,1,3,5,2,3,3,1,10,10,0,10,3,0,4
C12448,12.0,3,0,0,0,1,3,1,2,0,1,10,0,0,0,2,0,1
C12449,12.0,1,2,2,1,0,5,2,1,4,0,10,8,3,5,0,2,5
C12450,8.0,3,0,0,0,3,3,1,1,0,1,9,0,0,0,2,0,1
C12451,12.0,3,0,0,0,1,5,3,2,0,1,10,0,0,0,1,0,1
C12452,12.0,1,3,0,3,0,5,3,1,5,0,10,10,0,10,0,4,2
C12453,12.0,1,1,0,1,0,0,1,1,3,0,2,10,0,10,0,1,3
C12454,12.0,1,2,0,2,0,0,2,1,3,0,10,7,0,7,0,2,2
C12455,12.0,5,3,3,1,2,5,3,3,5,1,10,10,10,5,1,0,5
C12456,12.0,3,3,3,2,3,0,0,3,3,2,10,5,4,4,5,0,4
C12457,12.0,1,3,2,3,0,5,0,1,5,0,10,10,6,10,0,5,5
C12458,12.0,3,0,0,0,5,5,2,3,0,2,10,0,0,0,6,0,1
C12459,12.0,1,1,0,1,1,3,2,1,1,1,10,4,0,4,2,2,0
C12460,12.0,5,1,1,0,5,6,5,3,1,0,10,2,2,0,7,0,4
C12461,12.0,3,2,0,2,2,2,2,3,5,1,10,10,0,10,2,0,2
C12462,12.0,5,0,0,0,5,5,5,3,0,5,10,0,0,0,7,0,4
C12463,12.0,1,1,1,0,0,3,1,1,1,0,10,1,1,0,0,0,0
C12464,12.0,3,0,0,1,0,5,5,2,7,3,10,10,8,10,2,2,4
C12465,12.0,5,3,3,1,3,5,3,3,4,1,10,9,5,7,4,0,4
C12466,12.0,3,0,0,0,1,3,2,2,0,1,10,0,0,0,3,0,1
C12467,12.0,3,1,1,0,3,3,0,1,1,1,10,1,1,0,2,1,1
C12468,12.0,1,3,2,3,0,5,3,1,0,0,10,10,5,10,0,3,5
C12469,12.0,3,0,0,0,2,3,1,1,0,1,10,0,0,0,1,0,1
C12470,12.0,0,0,0,0,0,0,3,2,0,2,10,0,0,0,7,0,1
C12471,12.0,2,5,0,3,0,5,5,1,0,0,10,10,3,10,0,10,2
C12472,12.0,0,1,1,0,2,5,3,3,1,1,10,1,1,0,3,0,1
C12473,12.0,0,5,3,5,0,6,0,3,7,0,10,10,3,10,0,0,5
C12474,12.0,2,0,0,0,2,3,5,1,1,1,6,2,2,0,1,4,1
C12475,12.0,1,1,1,1,0,3,1,1,3,0,10,5,1,5,0,0,0
C12476,12.0,6,3,3,1,3,6,3,0,4,3,10,8,6,5,6,0,4
C12477,12.0,3,2,0,2,0,2,1,6,3,0,10,10,0,10,0,0,2
C12478,12.0,1,3,1,3,0,3,3,1,0,0,8,10,1,10,0,2,2
C12479,12.0,1,0,3,3,0,5,3,1,7,0,10,10,10,10,0,4,5
C12480,8.0,2,2,2,0,0,3,1,1,1,0,10,2,2,0,0,0,0
C12481,11.0,0,3,3,0,0,5,2,3,5,4,10,5,5,0,6,1,4
C12482,12.0,0,1,0,1,0,5,0,1,4,0,0,10,0,10,0,0,3
C12483,12.0,3,2,1,1,0,3,2,1,2,0,10,6,1,5,0,0,0
C12484,12.0,1,3,0,3,0,5,3,1,3,0,9,10,0,10,0,3,2
C12485,12.0,1,1,1,0,3,3,2,3,1,2,3,1,1,0,2,0,3
C12486,12.0,3,0,0,0,3,5,2,2,0,1,10,0,0,0,1,0,1
C12487,12.0,1,1,1,0,0,3,1,1,1,0,6,1,1,0,0,0,3
C12488,12.0,1,2,0,2,0,6,2,1,3,0,10,10,0,10,0,9,2
C12489,12.0,3,0,0,1,0,5,5,2,0,2,10,10,9,5,2,0,4
C12490,12.0,1,1,0,1,0,3,1,1,3,0,10,10,0,10,0,3,2
C12491,12.0,1,2,1,2,0,5,3,1,3,0,10,10,2,9,0,1,2
C12492,12.0,1,2,0,2,0,0,2,1,2,0,10,5,0,5,0,0,2
C12493,12.0,3,3,3,1,1,3,3,1,5,1,10,10,5,9,2,2,5
C12494,12.0,1,3,2,2,0,5,3,1,4,0,10,10,10,5,0,10,5
C12495,12.0,6,2,2,1,5,6,3,0,4,3,10,5,3,4,2,0,4
C12497,12.0,0,0,0,0,1,3,1,6,0,1,10,0,0,0,1,0,1
C12498,12.0,3,0,0,0,2,3,2,2,0,1,10,0,0,0,2,0,1
C12499,12.0,3,2,2,0,1,5,2,2,3,1,10,4,4,0,2,0,0
C12500,11.0,0,0,0,0,3,5,3,3,0,1,10,0,0,0,1,0,1
C12501,12.0,0,2,0,2,3,0,3,3,2,2,10,5,0,5,5,0,4
C12502,11.0,1,1,0,1,0,0,0,1,1,0,2,1,0,1,0,0,3
C12503,12.0,3,0,0,0,1,5,0,2,0,1,8,0,0,0,1,2,1
C12504,12.0,3,1,1,0,1,3,1,2,1,1,10,1,1,0,1,0,0
C12505,12.0,1,0,0,2,0,0,0,1,7,0,10,10,10,5,0,10,2
C12506,12.0,5,2,2,0,0,6,3,3,1,2,10,1,1,0,5,0,4
C12507,12.0,0,2,2,1,0,6,2,3,3,0,10,6,3,5,0,0,0
C12508,12.0,3,2,1,1,0,3,2,1,4,0,10,10,1,10,0,0,2
C12509,10.0,1,1,0,1,0,2,2,1,2,0,8,6,0,5,0,9,2
C12510,12.0,3,1,0,1,0,3,2,2,0,0,10,10,0,10,0,0,2
C12511,12.0,0,2,1,1,3,5,3,3,1,3,10,4,1,2,6,0,4
C12512,7.0,1,1,0,1,0,3,1,1,2,0,5,10,0,10,0,10,2
C12513,12.0,5,0,0,0,0,5,3,3,0,1,10,0,0,0,1,0,1
C12514,12.0,1,2,2,1,0,5,3,1,5,0,10,10,10,10,0,10,5
C12515,12.0,5,3,1,2,0,6,3,3,5,5,10,10,5,9,7,0,4
C12516,12.0,0,3,2,1,0,5,2,2,4,3,10,8,5,5,5,0,4
C12517,12.0,1,3,1,3,0,0,3,1,7,0,10,10,2,10,0,9,2
C12518,12.0,1,3,1,2,0,5,3,1,5,0,10,10,10,8,0,10,5
C12519,12.0,3,3,3,1,0,5,1,1,4,0,10,8,5,5,0,0,5
C12520,12.0,0,3,2,2,0,5,0,3,5,0,10,10,5,10,7,0,5
C12521,12.0,2,0,0,0,3,5,3,1,0,1,10,0,0,0,1,2,1
C12522,12.0,0,0,0,0,5,5,5,3,0,5,10,0,0,0,10,0,1
C12523,12.0,3,0,0,0,3,3,0,2,0,1,10,0,0,0,1,1,1
C12524,10.0,3,1,1,0,1,3,2,3,1,1,10,1,1,0,3,0,1
C12525,12.0,1,0,0,0,2,3,1,1,0,1,10,0,0,0,2,1,1
C12526,12.0,1,1,0,1,0,0,1,1,2,0,7,6,0,5,0,8,2
C12527,12.0,3,0,0,1,0,0,0,1,0,0,10,8,7,3,0,1,0
C12528,12.0,6,0,0,0,6,6,6,0,0,5,10,0,0,0,6,0,1
C12529,8.0,1,1,1,0,1,3,1,1,1,1,9,2,2,0,2,3,0
C12530,12.0,1,2,2,0,0,3,2,1,1,0,8,3,3,0,0,0,0
C12531,12.0,2,3,3,2,1,0,0,1,0,1,10,10,10,7,2,4,5
C12532,10.0,1,1,0,1,0,3,1,1,1,0,3,4,0,3,0,0,3
C12533,12.0,1,1,1,1,0,6,2,1,1,0,8,5,1,4,0,5,0
